datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2014-11-16 14:00:00,11.0,12.0,4.0,18.0,300.0,61.0,11.0,1020.0,-5.9,0.0,4.4
2014-11-16 15:00:00,10.0,10.0,4.0,21.0,300.0,60.0,11.0,1019.0,-5.9,0.0,5.4
2014-11-16 16:00:00,9.0,19.0,5.0,23.0,400.0,58.0,10.0,1023.0,-6.8,0.0,3.4
2014-11-16 17:00:00,13.0,19.0,6.0,26.0,400.0,53.0,9.0,1019.0,-7.3,0.0,5.4
2014-11-16 18:00:00,10.0,19.0,5.0,33.0,400.0,46.0,9.0,1024.0,-6.8,0.0,3.3
2014-11-16 19:00:00,8.0,18.0,5.0,32.0,400.0,45.0,8.0,1026.0,-7.3,0.0,3.2
2014-11-16 20:00:00,12.0,15.0,4.0,36.0,400.0,40.0,8.0,1024.0,-7.3,0.0,1.6
2014-11-16 21:00:00,12.0,13.0,2.0,34.0,400.0,41.0,7.0,1023.0,-8.6,0.0,1.7
2014-11-16 22:00:00,10.0,22.0,3.0,31.0,400.0,46.0,7.0,1023.0,-7.4,0.0,2.1
2014-11-16 23:00:00,7.0,16.0,3.0,33.0,400.0,44.0,7.0,1023.0,-7.1,0.0,2.4
2014-11-17 00:00:00,10.0,16.0,4.0,28.0,400.0,47.0,6.0,1026.0,-7.6,0.0,3.4
2014-11-17 01:00:00,10.0,18.0,7.0,38.0,400.0,34.0,6.0,1026.0,-7.6,0.0,1.7
2014-11-17 02:00:00,7.0,12.0,6.0,43.0,500.0,26.0,6.0,1028.0,-7.6,0.0,1.7
2014-11-17 03:00:00,6.0,14.0,5.0,41.0,500.0,24.0,4.0,1026.0,-8.4,0.0,1.3
2014-11-17 04:00:00,18.0,18.0,8.0,41.0,500.0,28.0,5.0,1025.0,-8.5,0.0,2.0
2014-11-17 05:00:00,10.0,10.0,13.0,33.0,400.0,37.0,5.0,1024.0,-9.6,0.0,2.8
2014-11-17 06:00:00,9.0,10.0,10.0,35.0,400.0,32.0,5.0,1025.0,-9.6,0.0,1.9
2014-11-17 07:00:00,9.0,23.0,11.0,55.0,700.0,15.0,4.0,1030.0,-9.1,0.0,1.3
2014-11-17 08:00:00,13.0,42.0,16.0,61.0,800.0,7.0,4.0,1029.0,-8.7,0.0,0.9
2014-11-17 09:00:00,18.0,38.0,24.0,59.0,900.0,14.0,7.0,1026.0,-7.8,0.0,1.2
2014-11-17 10:00:00,17.0,41.0,30.0,53.0,800.0,25.0,8.0,1030.0,-8.6,0.0,2.3
2014-11-17 11:00:00,21.0,43.0,21.0,53.0,800.0,29.0,9.0,1026.0,-10.0,0.0,2.7
2014-11-17 12:00:00,13.0,78.0,12.0,42.0,600.0,43.0,10.0,1027.0,-9.7,0.0,2.0
2014-11-17 13:00:00,12.0,40.0,12.0,37.0,600.0,50.0,11.0,1025.0,-10.5,0.0,2.6
2014-11-17 14:00:00,13.0,13.0,8.0,29.0,500.0,60.0,11.0,1022.0,-11.1,0.0,2.8
2014-11-17 15:00:00,9.0,32.0,7.0,30.0,400.0,61.0,12.0,1022.0,-12.4,0.0,0.9
2014-11-17 16:00:00,11.0,47.0,6.0,27.0,400.0,64.0,12.0,1026.0,-13.9,0.0,1.4
2014-11-17 17:00:00,25.0,37.0,5.0,39.0,500.0,49.0,9.0,1027.0,-11.6,0.0,0.1
2014-11-17 18:00:00,24.0,64.0,6.0,69.0,700.0,24.0,7.0,1027.0,-9.0,0.0,1.4
2014-11-17 19:00:00,37.0,67.0,6.0,89.0,800.0,7.0,8.0,1025.0,-8.6,0.0,2.5
2014-11-17 20:00:00,40.0,72.0,6.0,98.0,1000.0,4.0,5.0,1026.0,-8.9,0.0,1.2
2014-11-17 21:00:00,45.0,77.0,6.0,88.0,1000.0,5.0,6.0,1025.0,-8.3,0.0,1.0
2014-11-17 22:00:00,58.0,96.0,7.0,82.0,1100.0,6.0,4.0,1023.0,-7.5,0.0,1.1
2014-11-17 23:00:00,79.0,112.0,10.0,88.0,1200.0,7.0,3.0,1028.0,-5.4,0.0,0.8
2014-11-18 00:00:00,78.0,123.0,6.0,79.0,1300.0,6.0,2.0,1027.0,-4.5,0.0,1.3
2014-11-18 01:00:00,82.0,116.0,2.0,71.0,1500.0,6.0,1.0,1027.0,-4.6,0.0,1.0
2014-11-18 02:00:00,82.0,123.0,3.0,75.0,1800.0,6.0,0.0,1027.0,-4.8,0.0,0.1
2014-11-18 03:00:00,75.0,107.0,2.0,68.0,2000.0,6.0,-1.0,1027.0,-5.6,0.0,0.0
2014-11-18 04:00:00,62.0,77.0,2.0,66.0,1900.0,5.0,-1.0,1027.0,-6.0,0.0,1.2
2014-11-18 05:00:00,57.0,57.0,2.0,55.0,1600.0,4.0,1.0,1025.0,-7.5,0.0,1.1
2014-11-18 06:00:00,40.0,40.0,2.0,55.0,1200.0,3.0,-1.0,1026.0,-7.0,0.0,0.6
2014-11-18 07:00:00,25.0,30.0,2.0,53.0,1200.0,3.0,-2.0,1023.0,-7.1,0.0,0.7
2014-11-18 08:00:00,26.0,57.0,2.0,51.0,1200.0,3.0,1.0,1025.0,-5.7,0.0,1.2
2014-11-18 09:00:00,28.0,70.0,7.0,59.0,1300.0,4.0,5.0,1028.0,-7.5,0.0,0.5
2014-11-18 10:00:00,30.0,95.0,23.0,72.0,1300.0,7.0,6.0,1029.0,-8.7,0.0,1.4
2014-11-18 11:00:00,36.0,78.0,32.0,70.0,1200.0,12.0,8.0,1025.0,-8.6,0.0,1.3
2014-11-18 12:00:00,35.0,140.0,38.0,69.5,1200.0,16.5,10.0,1025.0,-8.2,0.0,0.6
2014-11-18 13:00:00,34.0,202.0,44.0,69.0,1200.0,21.0,12.0,1024.0,-7.5,0.0,1.4
2014-11-18 14:00:00,47.0,152.0,38.0,77.0,1200.0,23.0,13.0,1023.0,-7.7,0.0,1.2
2014-11-18 15:00:00,43.0,113.0,33.0,67.0,900.0,32.0,13.0,1021.0,-8.9,0.0,2.4
2014-11-18 16:00:00,46.0,134.0,33.0,67.0,1300.0,37.0,13.0,1020.0,-8.9,0.0,1.2
2014-11-18 17:00:00,82.0,362.0,32.0,88.0,1350.0,22.0,10.4,1022.9,-6.9,0.0,0.8
2014-11-18 18:00:00,61.0,133.0,19.0,89.0,1400.0,5.0,6.0,1024.0,-7.6,0.0,0.0
2014-11-18 19:00:00,67.0,126.0,9.0,85.0,1600.0,3.0,3.0,1020.0,-6.4,0.0,1.1
2014-11-18 20:00:00,95.0,163.0,8.0,90.0,2300.0,4.0,3.0,1021.0,-5.7,0.0,0.8
2014-11-18 21:00:00,122.0,199.0,8.0,95.0,3000.0,6.0,3.0,1021.0,-4.7,0.0,0.4
2014-11-18 22:00:00,134.0,198.0,7.0,97.0,3100.0,5.0,2.0,1022.0,-3.5,0.0,0.6
2014-11-18 23:00:00,148.0,207.0,6.0,101.0,3000.0,6.0,1.0,1023.0,-3.7,0.0,0.8
2014-11-19 00:00:00,165.0,225.0,4.0,94.0,3200.0,6.0,1.0,1023.0,-3.3,0.0,0.6
2014-11-19 01:00:00,173.0,227.0,4.0,84.0,3500.0,6.0,0.0,1021.0,-3.2,0.0,0.8
2014-11-19 02:00:00,184.0,254.0,4.0,89.0,3800.0,6.0,0.0,1020.0,-2.9,0.0,1.5
2014-11-19 03:00:00,193.0,248.0,4.0,93.0,3800.0,7.0,0.0,1019.0,-3.0,0.0,0.9
2014-11-19 04:00:00,204.0,259.0,5.0,101.0,4500.0,8.0,-1.0,1022.0,-3.8,0.0,1.0
2014-11-19 05:00:00,202.0,262.0,6.0,99.0,4533.333333333333,8.0,-1.0,1023.0,-4.0,0.0,0.9
2014-11-19 06:00:00,202.0,269.0,6.0,102.0,4566.666666666667,9.0,-1.0,1017.0,-4.7,0.0,1.0
2014-11-19 07:00:00,196.0,267.0,8.0,97.0,4600.0,8.0,0.0,1023.0,-3.6,0.0,1.0
2014-11-19 08:00:00,163.0,225.0,10.0,88.0,3400.0,6.0,1.0,1023.0,-3.9,0.0,1.4
2014-11-19 09:00:00,182.0,279.0,39.0,114.0,3700.0,9.0,2.0,1022.0,-3.3,0.0,1.5
2014-11-19 10:00:00,280.0,420.0,41.0,142.0,4100.0,11.0,3.0,1023.0,-2.5,0.0,1.3
2014-11-19 11:00:00,283.0,397.0,43.0,145.0,4100.0,9.0,4.0,1019.0,-2.0,0.0,1.0
2014-11-19 12:00:00,298.0,401.0,45.0,159.0,4100.0,9.0,5.0,1020.0,-1.7,0.0,1.2
2014-11-19 13:00:00,269.0,371.0,47.0,160.0,3700.0,8.0,6.0,1014.0,-1.6,0.0,1.7
2014-11-19 14:00:00,304.0,431.0,49.0,173.0,3900.0,8.0,7.0,1016.0,-1.2,0.0,0.9
2014-11-19 15:00:00,334.0,429.0,51.0,167.0,3400.0,8.0,7.0,1017.0,-1.7,0.0,1.7
2014-11-19 16:00:00,313.0,383.0,53.0,157.0,3100.0,8.0,6.0,1014.0,-1.9,0.0,1.0
2014-11-19 17:00:00,292.0,330.0,28.0,133.0,2900.0,5.0,4.0,1018.0,-1.4,0.0,1.1
2014-11-19 18:00:00,257.0,285.0,10.0,107.0,2600.0,4.0,3.0,1014.0,-0.3,0.0,0.5
2014-11-19 19:00:00,242.0,254.0,5.0,94.0,2400.0,4.0,3.0,1015.0,0.6,0.0,0.4
2014-11-19 20:00:00,231.0,244.0,4.0,83.0,2300.0,5.0,2.0,1018.0,0.1,0.0,0.2
2014-11-19 21:00:00,229.0,251.0,3.0,81.0,2700.0,5.0,1.0,1017.0,-0.3,0.0,0.0
2014-11-19 22:00:00,230.0,257.0,3.0,81.0,3000.0,5.0,2.0,1017.0,0.1,0.0,0.8
2014-11-19 23:00:00,246.0,272.0,4.0,92.0,3500.0,6.0,1.0,1015.0,-0.9,0.0,0.2
2014-11-20 00:00:00,284.0,347.0,6.0,118.0,4400.0,7.0,0.0,1016.0,-1.4,0.0,0.3
2014-11-20 01:00:00,304.0,378.0,9.0,132.0,4600.0,8.0,0.0,1017.0,-1.1,0.0,0.6
2014-11-20 02:00:00,295.0,345.0,6.0,115.0,4500.0,7.0,1.0,1016.0,-0.2,0.0,0.9
2014-11-20 03:00:00,272.0,307.0,5.0,97.0,3700.0,6.0,0.0,1013.0,-1.3,0.0,0.8
2014-11-20 04:00:00,253.0,276.0,4.0,95.0,3400.0,6.0,0.0,1012.0,-1.1,0.0,0.7
2014-11-20 05:00:00,253.0,277.0,3.0,98.0,3000.0,5.0,-1.0,1014.0,-1.8,0.0,1.0
2014-11-20 06:00:00,252.0,289.0,5.0,109.0,2900.0,5.0,-1.0,1011.0,-1.8,0.0,1.0
2014-11-20 07:00:00,251.0,296.0,5.0,109.0,3100.0,5.0,-1.0,1011.0,-2.0,0.0,0.9
2014-11-20 08:00:00,266.0,321.0,6.0,113.0,3400.0,6.0,-1.3,1013.4,-2.1,0.0,0.7
2014-11-20 09:00:00,261.0,371.0,16.0,124.0,3800.0,8.0,2.0,1014.0,0.2,0.0,1.1
2014-11-20 10:00:00,252.0,342.0,48.0,130.0,3300.0,8.0,3.0,1017.0,-0.8,0.0,1.4
2014-11-20 11:00:00,239.0,345.0,56.0,127.0,2900.0,8.0,3.0,1015.0,-1.6,0.0,1.5
2014-11-20 12:00:00,244.0,308.0,57.0,127.0,2700.0,7.0,4.0,1011.0,-1.4,0.0,1.2
2014-11-20 13:00:00,261.8,335.8,52.4,138.4,2940.0,8.0,5.0,1012.0,-1.3,0.0,1.1
2014-11-20 14:00:00,279.6,363.6,47.8,149.8,3180.0,9.0,7.0,1010.0,-1.4,0.0,1.5
2014-11-20 15:00:00,297.4,391.4,43.2,161.2,3420.0,8.0,8.0,1012.0,-0.8,0.0,1.6
2014-11-20 16:00:00,315.2,419.2,38.6,172.6,3660.0,7.0,8.0,1014.0,-1.0,0.0,0.6
2014-11-20 17:00:00,333.0,447.0,34.0,184.0,3900.0,6.0,5.0,1014.0,-0.6,0.0,0.4
2014-11-20 18:00:00,311.0,378.0,11.0,160.0,3700.0,6.0,3.0,1011.0,-0.1,0.0,0.7
2014-11-20 19:00:00,306.0,367.0,7.0,150.0,3700.0,6.0,2.0,1014.0,-0.1,0.0,0.6
2014-11-20 20:00:00,293.0,349.0,5.0,136.0,3700.0,6.0,2.0,1013.0,0.4,0.0,1.3
2014-11-20 21:00:00,286.0,329.0,4.0,106.0,4200.0,6.0,2.0,1014.0,0.1,0.0,1.0
2014-11-20 22:00:00,308.0,368.0,5.0,103.0,4228.571428571428,7.0,0.0,1015.0,-1.0,0.0,0.9
2014-11-20 23:00:00,314.6666666666667,370.8333333333333,9.0,162.0,4257.142857142857,13.0,0.0,1015.0,-0.6,0.0,0.8
2014-11-21 00:00:00,321.3333333333333,373.6666666666667,8.0,128.0,4285.714285714285,10.0,-1.0,1016.0,-1.7,0.0,0.8
2014-11-21 01:00:00,328.0,376.5,8.0,115.0,4314.285714285715,9.0,-1.0,1016.0,-1.6,0.0,1.0
2014-11-21 02:00:00,334.6666666666667,379.3333333333333,7.0,112.0,4342.857142857143,8.0,-1.0,1014.0,-1.6,0.0,1.2
2014-11-21 03:00:00,341.3333333333333,382.1666666666667,6.0,113.0,4371.428571428572,7.0,0.0,1016.0,-0.6,0.0,1.1
2014-11-21 04:00:00,348.0,385.0,5.0,89.0,4400.0,6.0,0.0,1016.0,-0.6,0.0,0.2
2014-11-21 05:00:00,315.0,350.0,5.0,106.0,4100.0,6.0,-1.0,1015.0,-1.6,0.0,0.7
2014-11-21 06:00:00,300.0,326.0,5.0,102.0,4000.0,6.0,-1.0,1015.0,-1.7,0.0,0.6
2014-11-21 07:00:00,280.0,298.0,4.0,76.0,4100.0,5.0,-1.0,1014.0,-1.7,0.0,0.9
2014-11-21 08:00:00,281.0,309.0,4.0,72.0,4200.0,5.0,-1.0,1013.0,-1.7,0.0,0.7
2014-11-21 09:00:00,282.0,330.0,5.0,86.0,4500.0,6.0,0.0,1017.0,-1.1,0.0,0.4
2014-11-21 10:00:00,285.0,349.0,10.0,126.0,4500.0,6.0,5.0,1014.0,-4.1,0.0,0.6
2014-11-21 11:00:00,252.0,294.0,33.0,169.0,3500.0,8.0,8.0,1019.0,-5.1,0.0,1.2
2014-11-21 12:00:00,145.0,158.0,48.0,120.0,2000.0,11.0,9.0,1013.0,-5.3,0.0,1.1
2014-11-21 13:00:00,112.0,114.0,46.0,106.0,1600.0,16.0,11.0,1012.0,-6.8,0.0,0.6
2014-11-21 14:00:00,79.0,79.0,40.0,92.0,1200.0,22.0,12.0,1017.0,-8.0,0.0,0.7
2014-11-21 15:00:00,91.0,108.0,36.0,105.0,1400.0,18.0,13.0,1012.0,-9.5,0.0,1.8
2014-11-21 16:00:00,81.0,144.0,30.0,106.0,1400.0,11.0,13.0,1017.0,-14.8,0.0,4.7
2014-11-21 17:00:00,99.0,127.0,26.0,125.0,1700.0,7.0,11.0,1018.0,-14.7,0.0,1.3
2014-11-21 18:00:00,160.0,237.0,15.0,159.0,2700.0,5.0,10.0,1016.0,-14.7,0.0,2.0
2014-11-21 19:00:00,215.0,280.0,17.0,180.0,3300.0,7.0,9.0,1019.0,-14.1,0.0,1.3
2014-11-21 20:00:00,219.0,264.0,11.0,170.0,3800.0,7.0,5.0,1019.0,-11.2,0.0,0.9
2014-11-21 21:00:00,165.0,165.0,7.0,120.0,3000.0,6.0,3.0,1018.0,-8.4,0.0,0.9
2014-11-21 22:00:00,95.0,95.0,9.0,91.0,1900.0,6.0,2.0,1017.0,-9.3,0.0,1.8
2014-11-21 23:00:00,38.0,38.0,12.0,81.0,1100.0,4.0,6.0,1023.0,-13.1,0.0,1.8
2014-11-22 00:00:00,13.0,13.0,7.0,57.0,500.0,14.0,5.0,1021.0,-13.4,0.0,2.3
2014-11-22 01:00:00,10.0,10.0,4.0,37.0,300.0,29.0,5.0,1021.0,-12.5,0.0,1.0
2014-11-22 02:00:00,12.0,12.0,2.0,34.0,300.0,35.0,5.0,1022.0,-12.5,0.0,1.0
2014-11-22 03:00:00,3.0,5.0,2.0,26.0,200.0,45.0,4.0,1020.0,-12.0,0.0,1.0
2014-11-22 04:00:00,4.0,5.0,3.0,26.0,300.0,43.0,3.0,1020.0,-11.7,0.0,1.0
2014-11-22 05:00:00,10.0,10.0,6.0,32.0,300.0,36.0,1.0,1025.0,-9.6,0.0,0.7
2014-11-22 06:00:00,7.0,7.0,6.0,39.0,400.0,30.0,-1.0,1021.0,-8.7,0.0,0.7
2014-11-22 07:00:00,9.0,9.0,4.0,58.0,600.0,8.0,-2.0,1021.0,-8.7,0.0,0.6
2014-11-22 08:00:00,23.0,26.0,4.0,63.0,600.0,3.0,-1.0,1023.0,-7.8,0.0,1.1
2014-11-22 09:00:00,24.0,35.0,13.0,69.0,800.0,7.0,4.0,1022.0,-12.0,0.0,1.2
2014-11-22 10:00:00,12.0,30.0,13.0,68.0,800.0,12.0,6.0,1022.0,-12.1,0.0,1.6
2014-11-22 11:00:00,10.0,15.0,11.0,52.0,600.0,27.0,7.0,1022.0,-12.2,0.0,1.7
2014-11-22 12:00:00,12.0,12.0,13.0,48.0,500.0,33.0,8.0,1023.0,-13.0,0.0,0.5
2014-11-22 13:00:00,12.0,12.0,9.0,38.0,500.0,46.0,9.0,1020.0,-13.4,0.0,1.5
2014-11-22 14:00:00,17.0,24.0,10.0,40.0,500.0,49.0,10.0,1022.0,-13.3,0.0,1.6
2014-11-22 15:00:00,17.0,28.0,11.0,36.0,500.0,59.0,10.0,1021.0,-13.3,0.0,1.6
2014-11-22 16:00:00,35.0,38.0,12.0,43.0,600.0,51.0,9.0,1023.0,-14.1,0.0,2.2
2014-11-22 17:00:00,37.0,39.0,13.0,49.0,500.0,42.0,8.0,1019.0,-12.5,0.0,2.2
2014-11-22 18:00:00,41.0,58.0,14.0,62.0,800.0,25.0,6.0,1024.0,-11.6,0.0,1.0
2014-11-22 19:00:00,42.0,64.0,9.0,78.0,1000.0,6.0,3.0,1019.0,-9.3,0.0,0.8
2014-11-22 20:00:00,58.0,71.0,7.0,80.0,1200.0,4.0,5.0,1023.0,-9.2,0.0,1.4
2014-11-22 21:00:00,66.0,95.0,10.0,84.0,1500.0,5.0,3.0,1019.0,-5.7,0.0,0.8
2014-11-22 22:00:00,97.0,150.0,19.0,92.0,2200.0,7.0,3.0,1024.0,-3.6,0.0,0.8
2014-11-22 23:00:00,105.0,169.0,18.0,91.0,2600.0,6.0,2.0,1024.0,-2.0,0.0,1.0
2014-11-23 00:00:00,115.0,167.0,9.0,90.0,2600.0,7.0,2.0,1024.0,-0.3,0.0,1.0
2014-11-23 01:00:00,101.0,154.0,6.0,82.0,2400.0,5.0,2.0,1024.0,-0.1,0.0,1.2
2014-11-23 02:00:00,92.0,120.0,4.0,71.0,2100.0,4.0,2.0,1024.0,0.4,0.0,1.4
2014-11-23 03:00:00,73.0,87.0,3.0,64.0,1700.0,3.0,2.0,1023.0,0.1,0.0,1.3
2014-11-23 04:00:00,71.0,84.0,3.0,62.0,1600.0,3.0,2.0,1024.0,0.2,0.0,1.0
2014-11-23 05:00:00,74.0,74.0,3.0,56.0,1400.0,3.0,1.0,1018.0,-0.5,0.0,0.2
2014-11-23 06:00:00,65.0,65.0,2.0,45.0,1500.0,2.0,0.0,1022.0,-1.0,0.0,0.8
2014-11-23 07:00:00,60.0,75.0,2.0,43.0,1900.0,2.0,0.0,1022.0,-0.7,0.0,0.5
2014-11-23 08:00:00,68.0,129.0,4.0,60.0,2400.0,4.0,1.0,1023.0,-0.3,0.0,0.2
2014-11-23 09:00:00,103.0,174.0,17.0,89.0,2800.0,6.0,3.0,1021.0,0.4,0.0,0.0
2014-11-23 10:00:00,80.0,152.0,26.0,89.0,2300.0,4.0,4.0,1023.0,-0.6,0.0,0.4
2014-11-23 11:00:00,86.0,135.0,27.0,82.0,2100.0,3.0,5.0,1020.0,0.0,0.0,0.2
2014-11-23 12:00:00,87.0,125.0,23.0,79.0,2000.0,4.0,6.0,1022.0,1.1,0.0,0.6
2014-11-23 13:00:00,92.0,111.0,31.0,85.0,1700.0,7.0,7.0,1018.0,1.1,0.0,0.7
2014-11-23 14:00:00,96.0,128.0,33.0,92.0,1800.0,8.0,7.0,1018.0,-0.2,0.0,1.3
2014-11-23 15:00:00,126.0,212.0,33.0,120.0,2900.0,7.0,7.0,1018.0,0.4,0.0,0.9
2014-11-23 16:00:00,130.0,184.0,34.0,123.0,2700.0,7.0,7.0,1018.0,0.9,0.0,1.4
2014-11-23 17:00:00,122.0,172.0,18.0,113.0,2500.0,5.0,5.0,1020.0,0.4,0.0,1.0
2014-11-23 18:00:00,132.0,180.0,7.0,107.0,2900.0,4.0,3.0,1023.0,0.2,0.0,0.9
2014-11-23 19:00:00,158.0,199.0,6.0,105.0,3400.0,5.0,2.0,1020.0,0.7,0.0,0.5
2014-11-23 20:00:00,146.0,166.0,4.0,86.0,2700.0,4.0,2.0,1019.0,1.0,0.0,2.1
2014-11-23 21:00:00,130.0,130.0,2.0,66.0,2300.0,3.0,2.0,1019.0,0.8,0.0,1.1
2014-11-23 22:00:00,125.0,125.0,2.0,60.0,2300.0,4.0,1.0,1021.0,0.1,0.0,0.7
2014-11-23 23:00:00,128.0,142.0,2.0,56.0,2800.0,4.0,2.0,1023.0,1.1,0.0,1.2
2014-11-24 00:00:00,126.0,132.0,2.0,49.0,2900.0,3.0,0.0,1026.0,-0.7,0.0,0.7
2014-11-24 01:00:00,132.0,146.0,2.0,48.0,3100.0,4.0,0.0,1023.0,-0.4,0.0,0.9
2014-11-24 02:00:00,154.0,228.0,7.0,86.0,3700.0,5.0,-1.0,1020.0,-1.4,0.0,1.0
2014-11-24 03:00:00,178.0,230.0,6.0,96.0,3800.0,6.0,-2.0,1022.0,-2.4,0.0,0.3
2014-11-24 04:00:00,153.0,158.0,3.0,62.0,3200.0,5.0,-1.0,1021.0,-1.3,0.0,2.0
2014-11-24 05:00:00,144.0,161.0,2.0,66.0,3000.0,4.0,1.0,1026.0,-1.6,0.0,1.7
2014-11-24 06:00:00,123.0,132.0,2.0,56.0,2700.0,4.0,0.0,1026.0,-4.3,0.0,1.1
2014-11-24 07:00:00,92.0,92.0,2.0,65.0,1900.0,3.0,0.0,1024.0,-6.6,0.0,1.8
2014-11-24 08:00:00,51.0,51.0,5.0,69.0,1000.0,5.0,1.0,1024.0,-6.3,0.0,1.1
2014-11-24 09:00:00,11.0,25.0,7.0,60.0,700.0,10.0,3.0,1023.0,-10.0,0.0,2.0
2014-11-24 10:00:00,24.0,24.0,6.0,53.0,600.0,20.0,5.0,1023.0,-11.2,0.0,2.7
2014-11-24 11:00:00,19.0,28.0,6.0,48.0,500.0,27.0,7.0,1026.0,-11.7,0.0,2.0
2014-11-24 12:00:00,14.0,19.0,7.0,41.0,400.0,37.0,8.0,1021.0,-13.6,0.0,2.1
2014-11-24 13:00:00,20.0,26.0,10.0,45.0,500.0,38.0,9.0,1022.0,-14.1,0.0,1.9
2014-11-24 14:00:00,25.0,25.0,13.0,46.0,500.0,39.0,10.0,1022.0,-14.7,0.0,1.6
2014-11-24 15:00:00,21.0,22.0,14.0,44.0,400.0,43.0,10.0,1018.0,-13.3,0.0,1.3
2014-11-24 16:00:00,25.0,36.0,14.0,49.0,400.0,41.0,9.0,1018.0,-12.2,0.0,2.6
2014-11-24 17:00:00,32.0,49.0,10.0,54.0,500.0,39.0,8.0,1019.0,-10.4,0.0,2.0
2014-11-24 18:00:00,34.0,53.0,13.0,77.0,700.0,12.0,7.0,1020.0,-9.4,0.0,1.7
2014-11-24 19:00:00,45.0,62.0,13.0,86.0,1200.0,4.0,6.0,1019.0,-8.0,0.0,1.0
2014-11-24 20:00:00,60.0,92.0,10.0,91.0,1600.0,5.0,3.0,1018.0,-6.4,0.0,1.1
2014-11-24 21:00:00,82.0,106.0,5.0,84.0,2000.0,6.0,4.0,1020.0,-6.9,0.0,0.9
2014-11-24 22:00:00,81.0,114.0,4.0,79.0,2200.0,5.0,4.0,1019.0,-4.5,0.0,1.8
2014-11-24 23:00:00,90.0,126.0,7.0,85.0,2300.0,6.0,3.0,1023.0,-3.4,0.0,0.6
2014-11-25 00:00:00,78.0,120.0,9.0,82.0,1800.0,3.0,2.0,1020.0,-1.3,0.0,2.0
2014-11-25 01:00:00,72.0,93.0,5.0,79.0,1700.0,3.0,2.0,1020.0,-0.6,0.0,1.1
2014-11-25 02:00:00,72.0,84.0,4.0,73.0,1700.0,3.0,1.0,1022.0,-1.9,0.0,0.8
2014-11-25 03:00:00,65.0,86.0,2.0,57.0,1700.0,3.0,0.0,1023.0,-1.9,0.0,1.3
2014-11-25 04:00:00,79.0,86.0,2.0,48.0,2000.0,4.0,-1.0,1019.0,-2.4,0.0,0.8
2014-11-25 05:00:00,85.0,113.0,4.0,71.0,2200.0,5.0,-2.0,1017.0,-3.4,0.0,0.7
2014-11-25 06:00:00,70.0,90.0,6.0,70.0,1800.0,4.0,-2.0,1017.0,-3.3,0.0,0.4
2014-11-25 07:00:00,70.0,79.0,2.0,49.0,1800.0,4.0,-2.0,1016.0,-3.0,0.0,0.8
2014-11-25 08:00:00,66.0,103.0,2.0,53.0,1900.0,4.0,-2.0,1019.0,-3.1,0.0,1.1
2014-11-25 09:00:00,73.0,125.0,3.0,53.0,1900.0,4.0,1.0,1018.0,-2.2,0.0,0.7
2014-11-25 10:00:00,84.0,133.0,19.0,75.0,1900.0,6.0,3.0,1021.0,-2.3,0.0,0.5
2014-11-25 11:00:00,104.0,173.0,33.0,90.0,2100.0,8.0,4.0,1017.0,-1.4,0.0,1.5
2014-11-25 12:00:00,124.0,190.0,36.0,99.0,2100.0,9.0,5.0,1015.0,-2.1,0.0,1.8
2014-11-25 13:00:00,154.0,224.0,43.0,117.0,2300.0,10.0,6.0,1015.0,-2.6,0.0,2.2
2014-11-25 14:00:00,162.0,215.0,48.0,108.0,2000.0,25.0,7.0,1016.0,-2.5,0.0,3.4
2014-11-25 15:00:00,168.0,214.0,45.0,86.0,2000.0,44.0,7.0,1013.0,0.2,0.0,2.1
2014-11-25 16:00:00,173.0,207.0,42.0,89.0,2200.0,42.0,7.0,1011.0,0.0,0.0,2.1
2014-11-25 17:00:00,155.0,187.0,24.0,77.0,1700.0,38.0,6.0,1011.0,0.9,0.0,1.6
2014-11-25 18:00:00,191.0,236.0,10.0,108.0,2100.0,8.0,5.0,1014.0,0.4,0.0,1.1
2014-11-25 19:00:00,217.0,268.0,7.0,115.0,2600.0,4.0,4.0,1010.0,0.9,0.0,0.8
2014-11-25 20:00:00,233.0,273.0,3.0,105.0,2800.0,5.0,3.0,1015.0,1.2,0.0,0.5
2014-11-25 21:00:00,247.0,282.0,2.0,93.0,3100.0,5.0,2.0,1012.0,0.8,0.0,1.3
2014-11-25 22:00:00,248.0,291.0,2.0,87.0,3400.0,5.0,2.0,1009.0,0.7,0.0,1.0
2014-11-25 23:00:00,262.0,306.0,2.0,82.0,3800.0,5.0,1.0,1014.0,0.0,0.0,1.2
2014-11-26 00:00:00,259.0,302.0,2.0,79.0,3900.0,6.0,1.0,1013.0,0.3,0.0,1.1
2014-11-26 01:00:00,233.0,269.0,3.0,66.0,3600.0,5.0,1.0,1011.0,0.4,0.0,1.2
2014-11-26 02:00:00,240.0,277.0,3.0,60.0,3900.0,6.0,0.0,1013.0,-0.7,0.0,0.9
2014-11-26 03:00:00,237.0,282.0,4.0,63.0,4500.0,7.0,-1.0,1010.0,-1.6,0.0,0.9
2014-11-26 04:00:00,207.0,229.0,4.0,66.0,4100.0,8.0,-1.0,1009.0,-1.6,0.0,0.8
2014-11-26 05:00:00,171.0,179.0,3.0,54.0,3400.0,6.0,-1.0,1008.0,-1.4,0.0,1.2
